,jobId,Industry,Departments,workType
643,39254526,Information & Communication Technology,Other,Contract/Temp
644,39254528,Information & Communication Technology,Database Development & Administration,Contract/Temp
645,39254545,Information & Communication Technology,Other,Contract/Temp
646,39255228,Banking & Financial Services,Compliance & Risk,Full Time
647,39255303,Information & Communication Technology,Engineering - Software,Full Time
648,39260102,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
649,39262220,Consulting & Strategy,Analysts,Full Time
650,39266120,Information & Communication Technology,Other,Contract/Temp
651,39268236,Information & Communication Technology,Developers/Programmers,Full Time
652,39268326,Information & Communication Technology,Engineering - Software,Contract/Temp
653,39270155,Information & Communication Technology,Database Development & Administration,Contract/Temp
654,39275873,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
655,39277503,Information & Communication Technology,Consultants,Full Time
656,39278239,Information & Communication Technology,Business/Systems Analysts,Full Time
657,39282251,Information & Communication Technology,Consultants,Full Time
658,39288310,Information & Communication Technology,Consultants,Contract/Temp
659,39291074,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
660,39291207,Information & Communication Technology,Business/Systems Analysts,Full Time
661,39291438,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
662,39291787,Accounting,Analysis & Reporting,Full Time
663,39291788,Consulting & Strategy,Analysts,Full Time
664,39291789,Information & Communication Technology,Consultants,Full Time
665,39292299,Information & Communication Technology,Developers/Programmers,Full Time
666,39292384,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
667,39292682,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
668,39292897,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
669,39294524,Marketing & Communications,Market Research & Analysis,Full Time
670,39295252,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
671,39296567,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
672,39298706,Information & Communication Technology,Developers/Programmers,Full Time
673,39302051,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
674,39302916,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
675,39308447,Information & Communication Technology,Other,Full Time
676,39310230,Legal,Other,Full Time
677,39310483,Information & Communication Technology,Engineering - Software,Full Time
678,39315659,Information & Communication Technology,Other,Contract/Temp
679,39316966,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
680,39317492,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
681,39320277,Information & Communication Technology,Other,Full Time
682,39320844,Information & Communication Technology,Developers/Programmers,Full Time
683,39322804,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
684,39324746,Information & Communication Technology,Other,Contract/Temp
685,39329480,Information & Communication Technology,Developers/Programmers,Full Time
686,39330738,Information & Communication Technology,Business/Systems Analysts,Full Time
687,39342760,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
688,39347283,Information & Communication Technology,Developers/Programmers,Full Time
689,39351401,Information & Communication Technology,Database Development & Administration,Full Time
690,39351643,Information & Communication Technology,Database Development & Administration,Full Time
691,39352603,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
692,39353101,Information & Communication Technology,Database Development & Administration,Contract/Temp
693,39353950,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
694,39357960,Information & Communication Technology,Business/Systems Analysts,Full Time
695,39359556,Information & Communication Technology,Business/Systems Analysts,Full Time
696,39360011,Marketing & Communications,Market Research & Analysis,Full Time
697,39362977,Information & Communication Technology,Engineering - Software,Full Time
698,39364101,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
699,39365437,Information & Communication Technology,Consultants,Full Time
700,39368506,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
701,39371825,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
702,39372682,Information & Communication Technology,Engineering - Software,Full Time
703,39372903,Information & Communication Technology,Database Development & Administration,Contract/Temp
704,39372927,Information & Communication Technology,Database Development & Administration,Contract/Temp
705,39372972,Information & Communication Technology,Consultants,Full Time
706,39373284,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
707,39374197,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
708,39377012,Information & Communication Technology,Business/Systems Analysts,Full Time
709,39382265,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
710,39386725,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
711,39388340,Information & Communication Technology,Other,Full Time
712,39388606,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
713,39391818,Information & Communication Technology,Business/Systems Analysts,Full Time
714,39400798,Information & Communication Technology,Engineering - Software,Contract/Temp
715,39402583,Marketing & Communications,Market Research & Analysis,Full Time
716,39402734,Information & Communication Technology,Business/Systems Analysts,Full Time
717,39403274,Information & Communication Technology,Product Management & Development,Full Time
718,39410828,Information & Communication Technology,Developers/Programmers,Contract/Temp
719,39413439,Information & Communication Technology,Developers/Programmers,Full Time
720,39414041,Information & Communication Technology,Other,Full Time
721,39414055,Information & Communication Technology,Other,Full Time
722,39414056,Information & Communication Technology,Other,Full Time
723,39421100,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
724,39424514,Information & Communication Technology,Other,Full Time
725,39424515,Government & Defence,Government - State,Full Time
726,39427602,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
727,39428384,Information & Communication Technology,Other,Full Time
728,39433699,Information & Communication Technology,Business/Systems Analysts,Full Time
729,39435417,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
730,39435522,Information & Communication Technology,Engineering - Software,Full Time
731,39438096,Marketing & Communications,Market Research & Analysis,Full Time
732,39438979,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
733,39440603,Banking & Financial Services,Compliance & Risk,Full Time
734,39441014,Marketing & Communications,Market Research & Analysis,Full Time
735,39443104,Information & Communication Technology,Consultants,Full Time
736,39443418,Information & Communication Technology,Consultants,Contract/Temp
737,39443952,Information & Communication Technology,Developers/Programmers,Contract/Temp
738,39450245,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
739,39450246,Information & Communication Technology,Developers/Programmers,Full Time
740,39450247,Government & Defence,Government - Federal,Full Time
741,39450248,Government & Defence,Government - Federal,Full Time
742,39454733,Science & Technology,Modelling & Simulation,Full Time
743,39454967,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
744,39455260,Information & Communication Technology,Help Desk & IT Support,Full Time
745,39458124,Banking & Financial Services,Analysis & Reporting,Full Time
746,39462282,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
747,39462317,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
748,39462327,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
749,39464141,Banking & Financial Services,Compliance & Risk,Full Time
750,39464148,Information & Communication Technology,Other,Contract/Temp
751,39470051,Information & Communication Technology,Business/Systems Analysts,Full Time
752,39471655,Information & Communication Technology,Business/Systems Analysts,Full Time
753,39476345,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
754,39479722,Information & Communication Technology,Other,Full Time
755,39486348,Consulting & Strategy,Analysts,Full Time
756,39486485,Information & Communication Technology,Consultants,Contract/Temp
757,39487481,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
758,39487835,Information & Communication Technology,Engineering - Software,Full Time
759,39490627,Information & Communication Technology,Other,Contract/Temp
760,39493101,Information & Communication Technology,Consultants,Full Time
761,39499015,Information & Communication Technology,Telecommunications,Contract/Temp
762,39502400,Science & Technology,Modelling & Simulation,Full Time
763,39504971,Information & Communication Technology,Other,Full Time
764,39505011,Information & Communication Technology,Other,Full Time
765,39506145,Information & Communication Technology,Consultants,Contract/Temp
766,39510597,Information & Communication Technology,Database Development & Administration,Full Time
767,39511376,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
768,39512167,Marketing & Communications,Digital & Search Marketing,Full Time
769,39514228,Information & Communication Technology,Other,Full Time
770,39516156,Information & Communication Technology,Other,Contract/Temp
771,39522619,Information & Communication Technology,Other,Full Time
772,39526651,Information & Communication Technology,Other,Full Time
773,39526953,Information & Communication Technology,Developers/Programmers,Full Time
774,39527902,Information & Communication Technology,Other,Full Time
775,39528038,Information & Communication Technology,Database Development & Administration,Full Time
776,39530400,Information & Communication Technology,Telecommunications,Full Time
777,39532015,Information & Communication Technology,Developers/Programmers,Full Time
778,39534780,Information & Communication Technology,Engineering - Software,Full Time
779,39539616,Information & Communication Technology,Consultants,Full Time
780,39540960,Information & Communication Technology,Consultants,Full Time
781,39541036,Information & Communication Technology,Engineering - Software,Full Time
782,39541442,Information & Communication Technology,Other,Full Time
783,39546289,Banking & Financial Services,Analysis & Reporting,Full Time
784,39547287,Banking & Financial Services,Analysis & Reporting,Full Time
785,39547865,Information & Communication Technology,Developers/Programmers,Contract/Temp
786,39547958,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
787,39548265,Information & Communication Technology,Team Leaders,Full Time
788,39552271,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
789,39552760,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
790,39554259,Information & Communication Technology,Other,Full Time
791,39554532,Banking & Financial Services,Analysis & Reporting,Full Time
792,39555876,Information & Communication Technology,Other,Full Time
793,39555877,Education & Training,Other,Full Time
794,39561937,Information & Communication Technology,Programme & Project Management,Full Time
795,39566918,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
796,39579171,Information & Communication Technology,Developers/Programmers,Full Time
797,39579517,Information & Communication Technology,Developers/Programmers,Full Time
798,39581453,Information & Communication Technology,Business/Systems Analysts,Full Time
799,39582387,Information & Communication Technology,Business/Systems Analysts,Full Time
800,39582950,Banking & Financial Services,Analysis & Reporting,Full Time
801,39588910,Information & Communication Technology,Other,Contract/Temp
802,39589319,Human Resources & Recruitment,Recruitment - Agency,Full Time
803,39594690,Information & Communication Technology,Business/Systems Analysts,Full Time
804,39595029,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
805,39597982,Information & Communication Technology,Developers/Programmers,Contract/Temp
806,39604478,Science & Technology,Other,Full Time
807,39608595,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
808,39609811,Information & Communication Technology,Engineering - Software,Full Time
809,39610260,Information & Communication Technology,Other,Full Time
810,39610701,Information & Communication Technology,Other,Contract/Temp
811,39611970,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
812,39618050,Information & Communication Technology,Other,Full Time
813,39618066,Information & Communication Technology,Other,Full Time
814,39618787,Information & Communication Technology,Consultants,Full Time
815,39623591,Information & Communication Technology,Database Development & Administration,Full Time
816,39625838,Information & Communication Technology,Other,Full Time
817,39632338,Information & Communication Technology,Developers/Programmers,Full Time
818,39633287,Information & Communication Technology,Other,Contract/Temp
819,39633381,Information & Communication Technology,Developers/Programmers,Contract/Temp
820,39636499,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
821,39637531,Consulting & Strategy,Analysts,Full Time
822,39639171,Information & Communication Technology,Consultants,Full Time
823,39641804,Information & Communication Technology,Engineering - Software,Contract/Temp
824,39646460,Information & Communication Technology,Consultants,Full Time
825,39647567,Information & Communication Technology,Business/Systems Analysts,Full Time
826,39649593,Insurance & Superannuation,Actuarial,Full Time
827,39655904,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
828,39658326,Banking & Financial Services,Compliance & Risk,Full Time
829,39662401,Government & Defence,Government - Federal,Contract/Temp
830,39662563,Information & Communication Technology,Other,Contract/Temp
831,39663151,Information & Communication Technology,Engineering - Software,Contract/Temp
832,39663335,Information & Communication Technology,Developers/Programmers,Contract/Temp
833,39663471,Information & Communication Technology,Other,Contract/Temp
834,39667077,Information & Communication Technology,Developers/Programmers,Contract/Temp
835,39670361,Information & Communication Technology,Engineering - Software,Full Time
836,39671892,Information & Communication Technology,Other,Full Time
837,39679266,Information & Communication Technology,Business/Systems Analysts,Full Time
838,39679967,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
839,39687245,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
840,39688562,Information & Communication Technology,Business/Systems Analysts,Full Time
841,39689196,Administration & Office Support,Other,Full Time
842,39694821,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
843,39694822,Information & Communication Technology,Business/Systems Analysts,Full Time
844,39695678,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
845,39698445,Information & Communication Technology,Other,Full Time
846,39705237,Information & Communication Technology,Consultants,Contract/Temp
847,39705392,Accounting,Accounts Officers/Clerks,Full Time
848,39705397,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
849,39708791,Information & Communication Technology,Developers/Programmers,Full Time
850,39709962,Information & Communication Technology,Consultants,Contract/Temp
851,39714828,Information & Communication Technology,Consultants,Full Time
852,39715110,Information & Communication Technology,Developers/Programmers,Full Time
853,39715111,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
854,39715761,Information & Communication Technology,Team Leaders,Contract/Temp
855,39716585,Information & Communication Technology,Consultants,Contract/Temp
856,39718591,Marketing & Communications,Market Research & Analysis,Full Time
857,39719426,Information & Communication Technology,Engineering - Software,Full Time
858,39721130,Information & Communication Technology,Consultants,Full Time
859,39722404,Information & Communication Technology,Business/Systems Analysts,Full Time
860,39722544,Information & Communication Technology,Other,Full Time
861,39722545,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
862,39722844,Information & Communication Technology,Other,Contract/Temp
863,39724164,Information & Communication Technology,Other,Contract/Temp
864,39724757,Information & Communication Technology,Other,Full Time
865,39725532,Engineering,Systems Engineering,Full Time
866,39726579,Engineering,Systems Engineering,Full Time
867,39727047,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
868,39727647,Information & Communication Technology,Other,Full Time
869,39727665,Information & Communication Technology,Other,Full Time
870,39728226,Information & Communication Technology,Database Development & Administration,Full Time
871,39728543,Information & Communication Technology,Consultants,Full Time
872,39734886,Information & Communication Technology,Other,Full Time
873,39735894,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
874,39737771,Insurance & Superannuation,Actuarial,Full Time
875,39742244,Information & Communication Technology,Developers/Programmers,Full Time
876,39744582,Information & Communication Technology,Consultants,Full Time
877,39746982,Information & Communication Technology,Consultants,Full Time
878,39747671,Information & Communication Technology,Developers/Programmers,Full Time
879,39748267,Insurance & Superannuation,Actuarial,Full Time
880,39748473,Information & Communication Technology,Other,Full Time
881,39749523,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
882,39749532,Engineering,Electrical/Electronic Engineering,Full Time
883,39749542,"Mining, Resources & Energy",Analysis & Reporting,Full Time
884,39749671,Sport & Recreation,Other,Full Time
885,39752337,Information & Communication Technology,Consultants,Full Time
886,39752938,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
887,39764688,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
888,39767681,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
889,39772369,Information & Communication Technology,Engineering - Software,Full Time
890,39773596,Consulting & Strategy,Analysts,Full Time
891,39773731,Information & Communication Technology,Other,Contract/Temp
892,39777067,Insurance & Superannuation,Actuarial,Full Time
893,39777806,Information & Communication Technology,Other,Contract/Temp
894,39783711,Information & Communication Technology,Database Development & Administration,Full Time
895,39784320,Science & Technology,Biotechnology & Genetics,Full Time
896,39788340,Information & Communication Technology,Consultants,Full Time
897,39789450,Information & Communication Technology,Database Development & Administration,Full Time
898,39791917,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
899,39792182,Information & Communication Technology,Database Development & Administration,Full Time
900,39792333,Banking & Financial Services,Other,Full Time
901,39798278,Information & Communication Technology,Other,Full Time
902,39799572,Information & Communication Technology,Business/Systems Analysts,Full Time
903,39806316,Information & Communication Technology,Other,Full Time
904,39808480,Information & Communication Technology,Other,Contract/Temp
905,39808661,Information & Communication Technology,Other,Contract/Temp
906,39809970,Information & Communication Technology,Consultants,Full Time
907,39812212,Information & Communication Technology,Developers/Programmers,Contract/Temp
908,39813042,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
909,39814844,Information & Communication Technology,Other,Contract/Temp
910,39815654,Information & Communication Technology,Other,Full Time
911,39818511,Information & Communication Technology,Team Leaders,Full Time
912,39822769,Information & Communication Technology,Developers/Programmers,Full Time
913,39824008,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
914,39827186,Information & Communication Technology,Developers/Programmers,Full Time
915,39827861,Information & Communication Technology,Consultants,Full Time
916,39828488,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
917,39829827,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
918,39829828,Information & Communication Technology,Business/Systems Analysts,Full Time
919,39831418,Information & Communication Technology,Developers/Programmers,Contract/Temp
920,39831850,Information & Communication Technology,Developers/Programmers,Full Time
921,39835014,Information & Communication Technology,Developers/Programmers,Full Time
922,39839274,Information & Communication Technology,Database Development & Administration,Contract/Temp
923,39845243,Information & Communication Technology,Engineering - Software,Full Time
924,39846386,Information & Communication Technology,Database Development & Administration,Full Time
925,39846748,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
926,39848926,Information & Communication Technology,Other,Full Time
927,39849654,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
928,39857207,Information & Communication Technology,Developers/Programmers,Full Time
929,39858903,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
930,39859094,Information & Communication Technology,Developers/Programmers,Full Time
931,39861706,"Mining, Resources & Energy",Mining - Operations,Full Time
932,39866010,Information & Communication Technology,Other,Contract/Temp
933,39866018,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
934,39866680,Information & Communication Technology,Team Leaders,Full Time
935,39866779,Information & Communication Technology,Architects,Contract/Temp
936,39866895,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
937,39867023,Information & Communication Technology,Other,Contract/Temp
938,39867841,Information & Communication Technology,Architects,Contract/Temp
939,39867970,Information & Communication Technology,Consultants,Contract/Temp
940,39868160,Information & Communication Technology,Developers/Programmers,Full Time
941,39868161,Information & Communication Technology,Developers/Programmers,Full Time
942,39868162,Information & Communication Technology,Developers/Programmers,Full Time
943,39868163,Information & Communication Technology,Developers/Programmers,Full Time
944,39868164,Information & Communication Technology,Developers/Programmers,Full Time
945,39870683,Information & Communication Technology,Consultants,Contract/Temp
946,39870758,Government & Defence,Government - Federal,Contract/Temp
947,39873665,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
948,39873826,Information & Communication Technology,Other,Contract/Temp
949,39874556,Information & Communication Technology,Business/Systems Analysts,Full Time
950,39876769,Information & Communication Technology,Other,Full Time
951,39877843,Information & Communication Technology,Other,Contract/Temp
952,39878151,Information & Communication Technology,Database Development & Administration,Contract/Temp
953,39883354,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
954,39883451,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
955,39884387,Information & Communication Technology,Other,Full Time
956,39887253,Information & Communication Technology,Other,Full Time
957,39887761,Insurance & Superannuation,Actuarial,Full Time
958,39890072,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
959,39891365,Science & Technology,Laboratory & Technical Services,Full Time
960,39893833,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
961,39894005,Information & Communication Technology,Database Development & Administration,Contract/Temp
962,39895172,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
963,39899146,Information & Communication Technology,Developers/Programmers,Full Time
964,39900158,Consulting & Strategy,Analysts,Full Time
965,39900648,Information & Communication Technology,Developers/Programmers,Contract/Temp
966,39901198,Information & Communication Technology,Developers/Programmers,Contract/Temp
967,39905301,Information & Communication Technology,Consultants,Contract/Temp
968,39906518,Science & Technology,Other,Full Time
969,39908193,Information & Communication Technology,Database Development & Administration,Contract/Temp
970,39914362,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
971,39915769,Information & Communication Technology,Other,Contract/Temp
972,39917154,Banking & Financial Services,Analysis & Reporting,Full Time
973,39917331,Information & Communication Technology,Other,Contract/Temp
974,39917711,Information & Communication Technology,Other,Contract/Temp
975,39918670,Science & Technology,Other,Full Time
976,39918873,Information & Communication Technology,Other,Full Time
977,39919694,Banking & Financial Services,Analysis & Reporting,Full Time
978,39923453,Information & Communication Technology,Engineering - Software,Full Time
979,39925092,Information & Communication Technology,Database Development & Administration,Contract/Temp
980,39925315,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
981,39925585,Information & Communication Technology,Database Development & Administration,Contract/Temp
982,39928193,Information & Communication Technology,Business/Systems Analysts,Full Time
983,39930532,Information & Communication Technology,Other,Contract/Temp
984,39932924,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
985,39941890,Information & Communication Technology,Other,Full Time
986,39942109,Information & Communication Technology,Other,Full Time
987,39942139,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
988,39951403,Information & Communication Technology,Database Development & Administration,Full Time
989,39954648,"Manufacturing, Transport & Logistics",Analysis & Reporting,Casual/Vacation
990,39955013,Information & Communication Technology,Architects,Full Time
991,39961986,Information & Communication Technology,Other,Full Time
992,39963958,Information & Communication Technology,Database Development & Administration,Contract/Temp
993,39972422,Information & Communication Technology,Other,Full Time
994,39974204,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
995,39975849,Information & Communication Technology,Other,Full Time
996,39979025,Science & Technology,"Mathematics, Statistics & Information Sciences",Part Time
997,39979161,Information & Communication Technology,Other,Full Time
998,39980576,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
999,39980988,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1000,39982982,Information & Communication Technology,Consultants,Full Time
1001,39984687,Information & Communication Technology,Developers/Programmers,Contract/Temp
1002,39988046,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1003,39990213,Consulting & Strategy,Analysts,Contract/Temp
1004,39995247,Information & Communication Technology,Other,Full Time
1005,39995370,Information & Communication Technology,Architects,Contract/Temp
1006,39995692,Information & Communication Technology,Database Development & Administration,Full Time
1007,39996316,Information & Communication Technology,Engineering - Software,Contract/Temp
1008,39998330,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1009,40004251,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1010,40004524,Information & Communication Technology,Architects,Contract/Temp
1011,40005447,Information & Communication Technology,Database Development & Administration,Contract/Temp
1012,40005621,Information & Communication Technology,Business/Systems Analysts,Full Time
1013,40008803,Information & Communication Technology,Database Development & Administration,Full Time
1014,40009529,Information & Communication Technology,Database Development & Administration,Full Time
1015,40010624,Information & Communication Technology,Business/Systems Analysts,Full Time
1016,40010625,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1017,40012141,Information & Communication Technology,Other,Contract/Temp
1018,40013501,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1019,40014752,Information & Communication Technology,Consultants,Full Time
1020,40016491,Information & Communication Technology,Developers/Programmers,Contract/Temp
1021,40018165,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1022,40020893,Information & Communication Technology,Other,Full Time
1023,40020894,Education & Training,Other,Full Time
1024,40020943,Insurance & Superannuation,Actuarial,Full Time
1025,40022548,Banking & Financial Services,Compliance & Risk,Full Time
1026,40022618,Information & Communication Technology,Database Development & Administration,Contract/Temp
1027,40025777,Information & Communication Technology,Developers/Programmers,Full Time
1028,40027694,Information & Communication Technology,Other,Full Time
1029,40027893,Information & Communication Technology,Engineering - Software,Full Time
1030,40031073,Banking & Financial Services,Compliance & Risk,Full Time
1031,40034004,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1032,40034126,Information & Communication Technology,Developers/Programmers,Full Time
1033,40036844,Information & Communication Technology,Developers/Programmers,Contract/Temp
1034,40036944,Information & Communication Technology,Database Development & Administration,Contract/Temp
1035,40045842,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1036,40045911,Insurance & Superannuation,Actuarial,Full Time
1037,40049016,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1038,40049039,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1039,40052195,Information & Communication Technology,Engineering - Software,Full Time
1040,40052787,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1041,40053109,Information & Communication Technology,Database Development & Administration,Full Time
1042,40059069,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1043,40059410,Banking & Financial Services,Funds Management,Full Time
1044,40064202,Information & Communication Technology,Developers/Programmers,Full Time
1045,40067252,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1046,40067480,Information & Communication Technology,Other,Contract/Temp
1047,40067497,Information & Communication Technology,Other,Contract/Temp
1048,40073238,Information & Communication Technology,Consultants,Contract/Temp
1049,40075499,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1050,40079584,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1051,40084233,Banking & Financial Services,Credit,Full Time
1052,40084577,Banking & Financial Services,Compliance & Risk,Full Time
1053,40086171,Information & Communication Technology,Engineering - Software,Contract/Temp
1054,40087387,Banking & Financial Services,Funds Management,Full Time
1055,40088467,Information & Communication Technology,Other,Full Time
1056,40090873,Information & Communication Technology,Database Development & Administration,Full Time
1057,40090959,Information & Communication Technology,Business/Systems Analysts,Full Time
1058,40092412,Information & Communication Technology,Database Development & Administration,Full Time
1059,40094609,Information & Communication Technology,Consultants,Contract/Temp
1060,40094646,Information & Communication Technology,Consultants,Contract/Temp
1061,40094699,Information & Communication Technology,Consultants,Contract/Temp
1062,40094737,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1063,40095645,Information & Communication Technology,Consultants,Full Time
1064,40095967,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1065,40095968,Education & Training,Other,Full Time
1066,40097488,Information & Communication Technology,Engineering - Software,Full Time
1067,40098780,Information & Communication Technology,Management,Full Time
1068,40099938,Information & Communication Technology,Consultants,Full Time
1069,40100271,Information & Communication Technology,Database Development & Administration,Contract/Temp
1070,40106749,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1071,40108502,Information & Communication Technology,Other,Full Time
1072,40109550,Information & Communication Technology,Other,Full Time
1073,40111580,Information & Communication Technology,Engineering - Software,Contract/Temp
1074,40120255,Information & Communication Technology,Database Development & Administration,Full Time
1075,40124294,Information & Communication Technology,Consultants,Contract/Temp
1076,40125892,Information & Communication Technology,Other,Contract/Temp
1077,40131103,Banking & Financial Services,Analysis & Reporting,Full Time
1078,40131621,Information & Communication Technology,Other,Full Time
1079,40131929,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1080,40137230,Information & Communication Technology,Other,Full Time
1081,40139106,Information & Communication Technology,Database Development & Administration,Full Time
1082,40142871,Information & Communication Technology,Database Development & Administration,Full Time
1083,40142872,Information & Communication Technology,Database Development & Administration,Full Time
1084,40143241,Information & Communication Technology,Other,Full Time
1085,40145975,Information & Communication Technology,Database Development & Administration,Full Time
1086,40147169,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1087,40147775,Information & Communication Technology,Other,Full Time
1088,40148929,Information & Communication Technology,Developers/Programmers,Full Time
1089,40155358,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1090,40157692,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1091,40158124,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1092,40160559,Information & Communication Technology,Developers/Programmers,Full Time
1093,40161833,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1094,40166462,Information & Communication Technology,Other,Full Time
1095,40168499,Information & Communication Technology,Other,Contract/Temp
1096,40169540,Information & Communication Technology,Engineering - Software,Contract/Temp
1097,40177162,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
